game,date,time,field,bracket,ROUND,team,SCORE
358,4/17/12,6:30 PM,ABG Huntingdon Upper,U13B,4,ST2,
432,4/17/12,6:30 PM,AVG Harmony Park,U13B,5,AVG1,
432,4/17/12,6:30 PM,AVG Harmony Park,U13B,4,CVL,
430,4/17/12,6:30 PM,BYC Garnet Valley MS,U13B,5,BYC1,
430,4/17/12,6:30 PM,BYC Garnet Valley MS,U13B,2,ASH,
79,4/17/12,7:00 PM,COV OJR HS,U13A,2,COV,
79,4/17/12,7:00 PM,COV OJR HS,U13A,2,KEN,
75,4/17/12,6:30 PM,CVL Black Rock 6,U13A,3,CVL,
75,4/17/12,6:30 PM,CVL Black Rock 6,U13A,2,WC,
130,4/17/12,6:30 PM,GV Great Valley MS,U13A,2,GV,
130,4/17/12,6:30 PM,GV Great Valley MS,U13A,2,LV2,
126,4/17/12,6:30 PM,LV Hoeffecker,U13A,4,LV1,
126,4/17/12,6:30 PM,LV Hoeffecker,U13A,3,UNV,
245,4/17/12,6:30 PM,LV Pine Creek,U13C,3,LV,
245,4/17/12,6:30 PM,LV Pine Creek,U13C,4,AVG,
437,4/17/12,6:30 PM,PHX PMYC,U13B,5,PHX,
437,4/17/12,6:30 PM,PHX PMYC,U13B,3,KEN,
431,4/17/12,6:30 PM,ST TE Middle Sch 2,U13B,3,ST1,
431,4/17/12,6:30 PM,ST TE Middle Sch 2,U13B,5,BYC2,
119,4/17/12,6:30 PM,ST Wilson Park CYL,U13A,3,ST2,
119,4/17/12,6:30 PM,ST Wilson Park CYL,U13A,3,BYC,
111,4/17/12,6:30 PM,ST Wilson Park TEYSA,U13A,3,ST1,
111,4/17/12,6:30 PM,ST Wilson Park TEYSA,U13A,3,AVG,
392,4/17/12,6:30 PM,UNV Upland Country DS,U13B,5,UNV,
392,4/17/12,6:30 PM,UNV Upland Country DS,U13B,4,WC4,
442,4/17/12,6:30 PM,WB Embreeville,U13B,5,WB,
442,4/17/12,6:30 PM,WB Embreeville,U13B,3,LV,
204,4/17/12,6:30 PM,WC Henderson HS,U13C,4,WC,
204,4/17/12,6:30 PM,WC Henderson HS,U13C,4,CVL,
379,4/17/12,6:30 PM,WC Rustin HS,U13B,4,WC2,
379,4/17/12,6:30 PM,WC Rustin HS,U13B,3,AVG2,
187,4/18/12,6:30 PM,ABG Huntingdon Upper,U11A,3,ABG,
187,4/18/12,6:30 PM,ABG Huntingdon Upper,U11A,4,CVL,
198,4/18/12,6:30 PM,AVG Avon Grove HS,U11A,2,AVG,
198,4/18/12,6:30 PM,AVG Avon Grove HS,U11A,2,WC,
557,4/18/12,6:30 PM,AVG Harmony Park,U11B,2,AVG3,
557,4/18/12,6:30 PM,AVG Harmony Park,U11B,3,BYC2,
560,4/18/12,6:30 PM,BYC Bethel Spr ES 12,U11B,4,BYC3,
560,4/18/12,6:30 PM,BYC Bethel Spr ES 12,U11B,4,AVG1,
488,4/18/12,6:30 PM,COV OJR HS,U11B,3,COV1,
488,4/18/12,6:30 PM,COV OJR HS,U11B,3,LV1,
466,4/18/12,6:30 PM,CVL Warrior Field,U11B,3,CVL2,
