Date,Start,Finish,Team,Facility,Type,Opponent,DB ID
4/12/15,8:00 AM,9:15 AM,Boys U13 B2>Hooksett,TBD,Game,Boys U13 B2>Cocheco,5194109
4/12/15,8:00 AM,9:15 AM,Boys U15 B>Hanover,Sachem Field,Game,Boys U15 B>Black Bear,5200239
4/12/15,8:00 AM,9:15 AM,Boys U13 B1>Amherst U13B - Black,Souhegan HS,Game,Boys U13 B1>JSG U13B,5200163
4/12/15,8:00 AM,9:15 AM,Boys U15 B>Hooksett,Dublin School,Game,Boys U15 B>Peterborough,5200242
4/12/15,8:00 AM,9:15 AM,Girls U15 A>Amherst U15A - Gold,Lower Bean,Game,Girls U15 A>Windham U15 Cornell,5182939
4/12/15,8:00 AM,9:00 AM,Boys U15 A>Windham U15,Presentation of Mary,Game,Boys U15 A>Amherst U15A - Gold,5182160
4/12/15,8:00 AM,9:15 AM,Girls U9 B>Londonderry U9 Cobras,Lincoln Field,Game,Girls U9 B>Nashua - Purple,5187754
4/12/15,8:00 AM,9:15 AM,Boys U11 A>Londonderry Boys U11 Razors,L'Derry Middle School,Game,Boys U11 A>Bedford,5182649
4/12/15,8:00 AM,9:15 AM,Girls U13 A>Londonderry Girls U13,Bedford HS,Game,Girls U13 A>Bedford,5183073
4/12/15,8:00 AM,9:15 AM,Boys U13 B1>ORYA White,little river park,Game,Boys U13 B1>Nashua - Purple,5200164
4/12/15,8:00 AM,9:15 AM,Boys U15 B>JSG U15B,Bolton Field,Game,Boys U15 B>Nashua,5200236
4/12/15,8:00 AM,9:15 AM,Boys U15 B>Exeter,Exeter High School,Game,Boys U15 B>Derry U15B,5200244
4/12/15,8:00 AM,9:15 AM,Girls U11 A>Nashua ,Stellos Stadium,Game,Girls U11 A>Concord Crush Orange,5183186
4/12/15,8:00 AM,9:15 AM,Girls U15 A>Concord Crush Orange,Martin Field,Game,Girls U15 A>ORYA Red,5182938
4/12/15,8:00 AM,9:15 AM,Boys U11 C>Derry U11C,Humphrey Field,Game,Boys U11 C>Exeter - White,5200886
4/12/15,8:00 AM,9:15 AM,Girls U13 B>Windham U13 Virginia,Nashua Road,Game,Girls U13 B>Merrimack Valley Blue Storm,5182983
4/12/15,8:00 AM,9:15 AM,Girls U15 B>Plymouth Youth Lacrosse,Bridge Road,Game,Girls U15 B>MYL Girls U15B Junior Tomahawks,5182869
4/12/15,8:00 AM,9:15 AM,Boys U9 B>Windham U9 Navy,Searles School,Game,Boys U9 B>Hooksett,5208147
4/12/15,8:00 AM,9:15 AM,Boys U11 C>Concord Crush White,Proctor Academy,Game,Boys U11 C>Hampstead,5200888
4/12/15,8:00 AM,9:15 AM,Boys U9 B>MYL Boys U9B Junior Tomahawks 1,Reeds 4,Game,Boys U9 B>Londonderry Boys U9 Cougars,5208142
4/12/15,8:00 AM,9:15 AM,Boys U9 B>MPAL U9 White,Memorial HS,Game,Boys U9 B>Londonderry Boys U9 Jaguars,5208140
4/12/15,8:00 AM,9:15 AM,Boys U15 A>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U15 A>Cocheco,5182159
4/12/15,9:00 AM,10:15 AM,Girls U9 B>Hampstead,Phanzone,Game,Girls U9 B>Amherst U9B - Gold,5187755
4/12/15,9:00 AM,10:00 AM,Boys U13 A>Windham U13A,Presentation of Mary,Game,Boys U13 A>Pelham Outlaws,5187246
4/12/15,9:00 AM,10:15 AM,Boys U9 B>Salem Snipers,Walmart Field,Game,Boys U9 B>Hopkinton U9 boys,5208149
4/12/15,9:00 AM,10:15 AM,Girls U9 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U9 B>Pelham Lady Outlaws,5187758
4/12/15,9:00 AM,10:15 AM,Boys U15 B>Hollis Brookline,Nichols Field,Game,Boys U15 B>Rattlers U15B,5200241
4/12/15,9:00 AM,10:15 AM,Boys U15 B>Keene Crush,Sodexho Field,Game,Boys U15 B>Londonderry Boys U15 Warriors,5200234
4/12/15,9:00 AM,10:15 AM,Boys U11 B2>Seacoast,Portsmouth High,Game,Boys U11 B2>MPAL U11 White,5200952
4/12/15,9:15 AM,10:30 AM,Boys U13 B1>Rattlers U13B1,East Road Fields,Game,Boys U13 B1>Londonderry Boys U13 Hawks,5200157
4/12/15,9:15 AM,10:30 AM,Girls U13 B>Keene Crush,KSC turf,Game,Girls U13 B>MPAL U13,5182973
4/12/15,9:15 AM,10:30 AM,Boys U13 B2>MPAL U13 Blue,Memorial HS,Game,Boys U13 B2>Peterborough,5194108
4/12/15,9:15 AM,10:30 AM,Boys U11 A>Hampstead,Depot Road Field,Game,Boys U11 A>Cocheco,5182648
4/12/15,9:15 AM,10:30 AM,Boys U15 A>Derry U15A,Humphrey Field,Game,Boys U15 A>Hampstead,5182161
4/12/15,9:15 AM,10:30 AM,Boys U11 B1>Londonderry Boys U11 Lynx,L'Derry Middle School,Game,Boys U11 B1>Pelham Outlaws,5187400
4/12/15,9:15 AM,10:30 AM,Boys U9 A>Windham U9 Cornell,Searles School,Game,Boys U9 A>Pelham Outlaws,5187836
4/12/15,9:15 AM,10:30 AM,Boys U13 A>Londonderry Boys U13 Falcons,West Road Field #1,Game,Boys U13 A>Bedford,5187245
4/12/15,9:15 AM,10:30 AM,Boys U9 A>JSG U9 Boys,Bolton Field,Game,Boys U9 A>Bedford,5187833
4/12/15,9:15 AM,10:30 AM,Girls U11 B>Hampton Lacrosse - Green,Bedford HS,Game,Girls U11 B>Bedford,5183115
4/12/15,9:15 AM,10:30 AM,Girls U9 B>Hopkinton U9 Girls,Houston Field #1,Game,Girls U9 B>Amherst U9B - Black,5187757
4/12/15,9:15 AM,10:30 AM,Girls U13 A>Windham U13 Duke,Nashua Road,Game,Girls U13 A>Seacoast,5183074
4/12/15,9:15 AM,10:30 AM,Boys U9 B>MYL Boys U9B Junior Tomahawks 2,Reeds 4,Game,Boys U9 B>Litchfield U9,5208144
4/12/15,9:15 AM,10:30 AM,Girls U13 A>Nashua - Purple,Stellos Stadium,Game,Girls U13 A>Amherst U13A - Gold,5183071
4/12/15,9:15 AM,10:30 AM,Girls U13 B>Concord Crush Orange,Martin Field,Game,Girls U13 B>Amherst U13B - Black,5182976
4/12/15,9:15 AM,10:30 AM,Boys U13 B2>Laconia Sachems,Tilton School Burch Fiel,Game,Boys U13 B2>Bow,5194111
4/12/15,9:15 AM,10:30 AM,Boys U9 B>Peterborough,Dublin School,Game,Boys U9 B>Keene Crush,5208150
4/12/15,9:15 AM,10:30 AM,Boys U13 A>ORYA Red,little river park,Game,Boys U13 A>Seacoast,5187242
4/12/15,9:15 AM,10:30 AM,Girls U11 A>Londonderry U11 Girls,West Road Field #2,Game,Girls U11 A>Exeter,5183185
4/12/15,9:15 AM,10:30 AM,Boys U11 B2>Amherst U11B - Black,Souhegan HS,Game,Boys U11 B2>Merrimack Valley Blue Storm,5200954
4/12/15,9:15 AM,10:30 AM,Boys U15 C>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U15 C>MYL Boys U15B Junior Tomahawks,5200328
4/12/15,9:15 AM,10:30 AM,Boys U13 B2>Litchfield U13,LLA - Sawmill Brook,Game,Boys U13 B2>Abenaki-Wolfeboro,5194112
4/12/15,9:30 AM,10:45 AM,Girls U15 B>Hopkinton U15 Girls,Proctor Academy,Game,Girls U15 B>Abenaki-Wolfeboro,5182867
4/12/15,9:30 AM,10:45 AM,Boys U13 B2>Exeter,Exeter High School,Game,Boys U13 B2>Concord Crush Black,5194114
4/12/15,9:30 AM,10:45 AM,Boys U15 C>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Boys U15 C>MPAL U15 Blue,5200325
4/12/15,10:00 AM,11:15 AM,Girls U9 B>Derry,E. Derry Memorial School,Game,Girls U9 B>Bow,5187753
4/12/15,10:00 AM,11:00 AM,Boys U11 A>Windham U11A,Presentation of Mary,Game,Boys U11 A>Seacoast,5182650
4/12/15,10:00 AM,11:15 AM,Boys U13 C>Pelham Outlaws,Muldoon Park,Game,Boys U13 C>Nashua - Black,5211052
4/12/15,10:15 AM,11:30 AM,Boys U13 B1>Seacoast,Portsmouth High,Game,Boys U13 B1>Keene Crush Orange,5200162
4/12/15,10:15 AM,11:30 AM,Girls U13 A>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U13 A>Exeter,5183072
4/12/15,10:30 AM,11:45 AM,Boys U9 B>MPAL U9,Memorial HS,Game,Boys U9 B>Merrimack Valley Blue Storm,5208152
4/12/15,10:30 AM,11:45 AM,Boys U13 C>Amherst U13C - White,Souhegan HS,Game,Boys U13 C>Hampton Lacrosse - Warriors,5211051
4/12/15,10:30 AM,11:45 AM,Boys U11 B2>Rattlers U11 Maroon,East Road Fields,Game,Boys U11 B2>MYL Boys U11B Junior Tomahawks,5200950
4/12/15,10:30 AM,11:45 AM,Boys U13 B2>Windham U13B ,Griffin Park,Game,Boys U13 B2>MYL Boys U13B Junior Tomahawks,5194113
4/12/15,10:30 AM,11:45 AM,Girls U9 B>Concord Crush Orange,Martin Field,Game,Girls U9 B>Concord Crush Black,5187761
4/12/15,10:30 AM,11:45 AM,Boys U9 B>Bow,Memorial School,Game,Boys U9 B>Derry U9B - Red,5208139
4/12/15,10:30 AM,11:45 AM,Boys U11 B1>Keene Crush Orange,Sodexho Field,Game,Boys U11 B1>Derry U11B1,5187403
4/12/15,10:30 AM,11:45 AM,Boys U13 C>Cocheco,Humphrey Field,Game,Boys U13 C>Derry U13C,5211046
4/12/15,10:30 AM,11:45 AM,Girls U13 B>Cocheco,Bedford HS,Game,Girls U13 B>Bedford,5182974
4/12/15,10:30 AM,11:45 AM,Girls U9 B>Londonderry Girls U9 Vipers,West Road Field #2,Game,Girls U9 B>Nashua - White,5187756
4/12/15,10:30 AM,11:45 AM,Boys U15 C>Cocheco,LLA - Sawmill Brook,Game,Boys U15 C>Litchfield U15,5200326
4/12/15,10:30 AM,11:45 AM,Boys U13 A>Nashua - White,Stellos Stadium,Game,Boys U13 A>Amherst U13A - Gold,5187244
4/12/15,10:30 AM,11:45 AM,Boys U13 B1>Cocheco,Nichols Field,Game,Boys U13 B1>Hollis Brookline,5200159
4/12/15,10:30 AM,11:45 AM,Boys U11 B2>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U11 B2>Peterborough,5200955
4/12/15,10:30 AM,11:45 AM,Girls U15 B>JSG U15G,Bolton Field,Game,Girls U15 B>Peterborough,5182868
4/12/15,10:30 AM,11:45 AM,Boys U11 B2>Concord Crush Black,Tilton School Burch Fiel,Game,Boys U11 B2>Laconia Sachems,5200951
4/12/15,10:30 AM,11:45 AM,Boys U15 C>Hanover,Sachem Field,Game,Boys U15 C>Lakes Region Lacrosse Club,5200324
4/12/15,10:30 AM,11:45 AM,Girls U11 B>Windham U11 Syracuse,Nashua Road,Game,Girls U11 B>Lakes Region Lacrosse Club,5183119
4/12/15,10:30 AM,11:45 AM,Girls U9 B>Windham U9 Yale,Searles School,Game,Girls U9 B>MPAL U9 White,5187760
4/12/15,10:45 AM,12:00 PM,Girls U11 B>Keene Crush,KSC turf,Game,Girls U11 B>MPAL U11 Blue,5183114
4/12/15,10:45 AM,12:00 PM,Girls U13 B>Hopkinton U13 Girls,"Proctor Academy, Andover",Game,Girls U13 B>Nashua - White,5182977
4/12/15,10:45 AM,12:00 PM,Boys U15 B>Hopkinton U15 Boys,Proctor Academy,Game,Boys U15 B>Pelham Outlaws,5200240
4/12/15,10:45 AM,12:00 PM,Boys U11 B1>Salem Snipers,Salem HS,Game,Boys U11 B1>ORYA White,5187404
4/12/15,11:00 AM,12:15 PM,Boys U13 B1>Exeter,Exeter High School,Game,Boys U13 B1>Hampton Lacrosse - Rip Tide,5200156
4/12/15,11:00 AM,12:15 PM,Boys U13 A>Goffstown,Laurier St Field,Game,Boys U13 A>Derry U13A,5187247
4/12/15,11:00 AM,12:15 PM,Boys U9 A>Milford U9A - Blue,N. River Road Field,Game,Boys U9 A>Amherst U9A - Gold,5187835
4/12/15,11:00 AM,12:15 PM,Boys U9 B>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Boys U9 B>Hampstead White,5208145
4/12/15,11:00 AM,11:55 AM,Boys U11 C>Hudson Hawks White,Presentation of Mary,Game,Boys U11 C>Windham U11C,5200889
4/12/15,11:15 AM,12:30 PM,Girls U11 B>Derry,E. Derry Memorial School,Game,Girls U11 B>Concord Crush Black,5183120
4/12/15,11:30 AM,12:30 PM,Girls U13 B>Hampton Lacrosse - Blue,Winnacunnet High School ,Game,Girls U13 B>ORYA White,5182979
4/12/15,11:30 AM,12:45 PM,Girls U15 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U15 B>ORYA White,5182864
4/12/15,11:30 AM,12:45 PM,Boys U9 B>Pelham Outlaws,Muldoon Park U9 Field,Game,Boys U9 B>Laconia Sachems,5208148
4/12/15,11:30 AM,12:45 PM,Boys U15 B>Seacoast,Portsmouth High,Game,Boys U15 B>Laconia Sachems,5200243
4/12/15,11:45 AM,1:00 PM,Boys U9 B>Black Bear,Humphrey Field,Game,Boys U9 B>Derry U9B - White,5208141
4/12/15,11:45 AM,1:00 PM,Boys U9 B>Rattlers U9 White,East Road Fields,Game,Boys U9 B>Hudson Hawks Maroon,5208151
4/12/15,11:45 AM,1:00 PM,Girls U13 B>JSG U13G,Bolton Field,Game,Girls U13 B>MYL Girls U13B Junior Tomahawks,5182975
4/12/15,11:45 AM,1:00 PM,Boys U9 A>MPAL U9 Blue,Memorial HS,Game,Boys U9 A>Amherst U9A - Black,5187834
4/12/15,11:45 AM,1:00 PM,Girls U15 A>Bedford,Bedford HS,Game,Girls U15 A>Seacoast,5182937
4/12/15,11:45 AM,1:00 PM,Girls U11 A>Windham U11 Hopkins,Nashua Road,Game,Girls U11 A>Seacoast - Smith,5183187
4/12/15,11:45 AM,1:00 PM,Boys U11 A>Nashua - Purple,Stellos Stadium,Game,Boys U11 A>Amherst U11A - Gold,5182647
4/12/15,11:45 AM,1:00 PM,Girls U15 B>Laconia Sachems,Tilton School Burch Fiel,Game,Girls U15 B>Pelham Lady Outlaws,5182866
4/12/15,12:00 PM,1:15 PM,Girls U11 B>Hopkinton U11 Girls,"Proctor Academy, Andover",Game,Girls U11 B>Pelham Lady Outlaws,5183118
4/12/15,12:00 PM,1:15 PM,Boys U11 B1>Hopkinton U11 Boys,Proctor Academy,Game,Boys U11 B1>Hollis Brookline,5187405
4/12/15,12:00 PM,1:15 PM,Girls U9 B>MPAL U9 Blue,West Road Field #2,Game,Girls U9 B>MYL Girls U9B Junior Tomahawks,5187752
4/12/15,12:00 PM,1:15 PM,Boys U13 C>Salem,Salem HS,Game,Boys U13 C>Hudson Hawks,5211049
4/12/15,12:00 PM,12:55 PM,Boys U11 C>Hudson Hawks Maroon,Presentation of Mary,Game,Boys U11 C>Black Bear,5200891
4/12/15,12:15 PM,1:30 PM,Boys U11 B2>Goffstown Hansen,Laurier St Field,Game,Boys U11 B2>Hooksett,5200949
4/12/15,12:30 PM,1:45 PM,Girls U13 B>Derry,E. Derry Memorial School,Game,Girls U13 B>Seacoast,5182980
4/12/15,12:30 PM,1:30 PM,Girls U15 B>Hampton Lacrosse -White,Winnacunnet High School ,Game,Girls U15 B>Hampstead,5182870
4/12/15,12:45 PM,2:00 PM,Girls U11 A>Seacoast - Roelofs,Portsmouth High,Game,Girls U11 A>Amherst U11A - Gold,5183184
4/12/15,12:45 PM,2:00 PM,Boys U11 B1>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Boys U11 B1>Bow,5187402
4/12/15,1:00 PM,2:15 PM,Boys U15 B>Hampton Lacrosse - Hounds ,North Hampton School,Game,Boys U15 B>Bow,5200237
4/12/15,1:00 PM,2:15 PM,Boys U9 A>Derry U9A,Humphrey Field,Game,Boys U9 A>Concord Crush Orange,5187837
4/12/15,1:00 PM,2:00 PM,Boys U15 B>Hudson Hawks Maroon,Presentation of Mary,Game,Boys U15 B>ORYA Red,5200238
4/12/15,1:00 PM,2:15 PM,Girls U11 B>JSG U11G,Bolton Field,Game,Girls U11 B>MYL Girls U11B Junior Tomahawks,5183116
4/12/15,1:00 PM,2:15 PM,Boys U13 C>Rattlers U13C,East Road Fields,Game,Boys U13 C>Merrimack Valley Blue Storm,5211047
4/12/15,1:00 PM,2:15 PM,Girls U11 B>Laconia Sachems,Tilton School Burch Fiel,Game,Girls U11 B>Merrimack Valley Blue Storm,5183112
4/12/15,1:00 PM,2:15 PM,Girls U11 B>Hollis Brookline,Hollis Middle,Game,Girls U11 B>Amherst U11B - Black,5183117
4/12/15,1:00 PM,2:15 PM,Boys U11 B2>Bedford,Bedford HS,Game,Boys U11 B2>Londonderry Boys U11 Huskies,5200953
4/12/15,1:00 PM,2:15 PM,Boys U11 C>Nashua - White,Stellos Stadium,Game,Boys U11 C>MPAL U11 Blue,5200892
4/12/15,1:15 PM,2:30 PM,Boys U13 B2>Londonderry Boys U13 Ravens,West Road Field #1,Game,Boys U13 B2>Plymouth Youth Lacrosse,5194110
4/12/15,1:15 PM,2:30 PM,Boys U13 B1>Salem Snipers,Salem HS,Game,Boys U13 B1>Lakes Region Lacrosse Club,5200160
4/12/15,1:30 PM,2:30 PM,Girls U15 A>Derry,E. Derry Memorial School,Game,Girls U15 A>Hampton Lacrosse - Red,5182936
4/12/15,1:30 PM,2:45 PM,Boys U15 B>Goffstown,Laurier St Field,Game,Boys U15 B>Concord Crush Orange,5200235
4/12/15,2:00 PM,3:15 PM,Girls U13 B>Bow,Memorial School,Game,Girls U13 B>Black Bear,5182984
4/12/15,2:15 PM,3:30 PM,Girls U11 A>Hollis Brookline,Hollis Middle,Game,Girls U11 A>Hampstead,5183188
4/12/15,2:15 PM,3:30 PM,Boys U11 C>Cocheco,North Hampton School,Game,Boys U11 C>Hampton Lacrosse - White,5200890
4/12/15,2:15 PM,3:30 PM,Boys U13 B1>Bedford,Bedford HS,Game,Boys U13 B1>Hopkinton U13 Boys,5200161
4/12/15,2:15 PM,3:30 PM,Girls U15 B>Londonderry Girls U15,Stellos Stadium,Game,Girls U15 B>Nashua,5182862
4/12/15,2:15 PM,3:30 PM,Girls U9 B>JSG U9G,Bolton Field,Game,Girls U9 B>Windham U9 Harvard,5187759
4/12/15,2:45 PM,4:00 PM,Girls U13 B>Goffstown,Laurier St Field,Game,Girls U13 B>Pelham Lady Outlaws,5182981
4/12/15,3:30 PM,4:45 PM,Boys U11 B1>JSG U11B,Bolton Field,Game,Boys U11 B1>Hampton Lacrosse - Hounds,5187401
4/12/15,3:30 PM,4:45 PM,Boys U9 A>Nashua - Purple,Stellos Stadium,Game,Boys U9 A>Rattlers U9 Black,5187832
4/12/15,3:30 PM,4:45 PM,Girls U13 B>Exeter,Exeter High School,Game,Girls U13 B>Plymouth Youth Lacrosse,5182982
4/12/15,3:30 PM,4:45 PM,Boys U13 C>Bedford,Bedford HS,Game,Boys U13 C>Goffstown,5211050
4/12/15,3:30 PM,4:45 PM,Girls U13 A>Hollis Brookline,Hollis Middle,Game,Girls U13 A>Hampstead,5183075
4/12/15,4:00 PM,5:15 PM,Girls U11 B>Goffstown,Laurier St Field,Game,Girls U11 B>Bow,5183113
4/12/15,4:45 PM,6:00 PM,Boys U15 C>Bedford,Bedford HS,Game,Boys U15 C>Londonderry Boys U15 Wolves,5200327
4/12/15,4:45 PM,6:00 PM,Girls U15 B>Hollis Brookline,Hollis Middle,Game,Girls U15 B>Cocheco,5182865
4/12/15,4:45 PM,6:00 PM,Boys U9 B>Nashua - White,Stellos Stadium,Game,Boys U9 B>Lakes Region Lacrosse Club,5208146
4/12/15,5:00 PM,6:15 PM,Boys U11 A>Exeter - Blue,Exeter High School,Game,Boys U11 A>Concord Crush Orange,5182651
4/12/15,6:00 PM,7:15 PM,Boys U15 A>Bedford,Bedford HS,Game,Boys U15 A>Salem Snipers,5182158
4/12/15,6:30 PM,7:45 PM,Boys U13 C>Black Bear,Exeter High School,Game,Boys U13 C>Exeter,5211048
4/19/15,8:00 AM,9:15 AM,Boys U15 B>ORYA Red,little river park,Game,Boys U15 B>Hopkinton U15 Boys,5200249
4/19/15,8:00 AM,9:15 AM,Girls U9 B>Windham U9 Harvard,Searles School,Game,Girls U9 B>Hopkinton U9 Girls,5187767
4/19/15,8:00 AM,9:15 AM,Boys U15 A>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U15 A>Bedford,5182162
4/19/15,8:00 AM,9:15 AM,Boys U11 C>Litchfield U11,LLA - Sawmill Brook,Game,Boys U11 C>Nashua - White,5200900
4/19/15,8:00 AM,9:15 AM,Boys U11 C>Exeter - White,Exeter High School,Game,Boys U11 C>Concord Crush White,5200894
4/19/15,8:00 AM,9:15 AM,Girls U13 B>Merrimack Valley Blue Storm,Penacook Elem,Game,Girls U13 B>Keene Crush,5182995
4/19/15,8:00 AM,9:15 AM,Boys U15 B>Laconia Sachems,Laconia HS,Game,Boys U15 B>Keene Crush,5200254
4/19/15,8:00 AM,9:15 AM,Boys U15 B>Rattlers U15B,East Road Fields,Game,Boys U15 B>Hanover,5200250
4/19/15,8:00 AM,9:15 AM,Boys U13 B1>Londonderry Boys U13 Hawks,West Road Field #1,Game,Boys U13 B1>ORYA White,5200172
4/19/15,8:00 AM,9:15 AM,Boys U9 B>Hopkinton U9 boys,Houston Field #1,Game,Boys U9 B>Rattlers U9 White,5208163
4/19/15,8:00 AM,9:15 AM,Boys U15 C>MPAL U15 Blue,Memorial HS,Game,Boys U15 C>Plymouth Youth Lacrosse,5200333
4/19/15,8:00 AM,9:15 AM,Girls U15 B>MYL Girls U15B Junior Tomahawks,Bishop,Game,Girls U15 B>Londonderry Girls U15,5182878
4/19/15,8:00 AM,9:15 AM,Girls U13 B>Amherst U13B - Black,Lower Bean,Game,Girls U13 B>Cocheco,5182986
4/19/15,8:00 AM,9:15 AM,Boys U13 C>Concord Crush White,Memorial Field,Game,Boys U13 C>Cocheco,5211058
4/19/15,8:00 AM,9:15 AM,Boys U9 B>Londonderry Boys U9 Cougars,Lincoln Field,Game,Boys U9 B>MPAL U9 White,5208154
4/19/15,8:00 AM,9:15 AM,Boys U9 B>Londonderry Boys U9 Jaguars,Lincoln Field,Game,Boys U9 B>MPAL U9,5208167
4/19/15,8:00 AM,9:15 AM,Boys U13 B2>MYL Boys U13B Junior Tomahawks,Reeds 4,Game,Boys U13 B2>MPAL U13 Blue,5194120
4/19/15,8:00 AM,9:15 AM,Boys U15 A>Amherst U15A - Gold,Souhegan HS,Game,Boys U15 A>Salem Snipers,5182164
4/19/15,8:00 AM,9:15 AM,Boys U9 A>Amherst U9A - Gold,Middle Bean,Game,Boys U9 A>JSG U9 Boys,5187839
4/19/15,8:00 AM,9:15 AM,Girls U11 B>Concord Crush Black,Martin Field,Game,Girls U11 B>Windham U11 Syracuse,5183127
4/19/15,8:00 AM,9:15 AM,Boys U15 A>Derry U15A,Humphrey Field,Game,Boys U15 A>Windham U15,5182163
4/19/15,8:30 AM,9:45 AM,Girls U13 B>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Girls U13 B>Concord Crush Orange,5182988
4/19/15,9:00 AM,10:15 AM,Girls U15 A>Hampton Lacrosse - Red,Winnacunnet High School ,Game,Girls U15 A>Concord Crush Orange,5182940
4/19/15,9:00 AM,10:15 AM,Boys U11 A>Seacoast,Portsmouth High,Game,Boys U11 A>Nashua - Purple,5182655
4/19/15,9:00 AM,10:15 AM,Girls U13 B>Pelham Lady Outlaws,Muldoon Park,Game,Girls U13 B>Exeter,5182993
4/19/15,9:00 AM,10:15 AM,Boys U9 B>Hampstead White,Phanzone,Game,Boys U9 B>Windham U9 Navy,5208159
4/19/15,9:00 AM,10:15 AM,Boys U11 B1>Hollis Brookline,Nichols Field,Game,Boys U11 B1>Salem Snipers,5187409
4/19/15,9:00 AM,10:15 AM,Boys U13 B1>Keene Crush Orange,Sodexho Field,Game,Boys U13 B1>Salem Snipers,5200169
4/19/15,9:00 AM,10:15 AM,Girls U11 B>Bow,Memorial School,Game,Girls U11 B>Derry,5183129
4/19/15,9:00 AM,10:15 AM,Boys U11 C>Hampstead,Depot Road Field,Game,Boys U11 C>Cocheco,5200896
4/19/15,9:15 AM,10:30 AM,Boys U9 B>Derry U9B - Red,Humphrey Field,Game,Boys U9 B>Black Bear,5208153
4/19/15,9:15 AM,10:30 AM,Boys U13 A>Concord Crush Orange,Memorial Field,Game,Boys U13 A>Goffstown,5187253
4/19/15,9:15 AM,10:30 AM,Boys U15 B>Londonderry Boys U15 Warriors,West Road Field #1,Game,Boys U15 B>JSG U15B,5200245
4/19/15,9:15 AM,10:30 AM,Boys U15 B>Black Bear,Coe-Brown Lower,Game,Boys U15 B>Hampton Lacrosse - Hounds ,5200248
4/19/15,9:15 AM,10:30 AM,Girls U11 B>Merrimack Valley Blue Storm,Penacook Elem,Game,Girls U11 B>Keene Crush,5183121
4/19/15,9:15 AM,10:30 AM,Girls U11 A>Concord Crush Orange,Martin Field,Game,Girls U11 A>Londonderry U11 Girls,5183190
4/19/15,9:15 AM,10:30 AM,Girls U13 A>Amherst U13A - Gold,Lower Bean,Game,Girls U13 A>Londonderry Girls U13,5183076
4/19/15,9:15 AM,10:30 AM,Boys U11 B1>ORYA White,little river park,Game,Boys U11 B1>Londonderry Boys U11 Lynx,5187410
4/19/15,9:15 AM,10:30 AM,Boys U13 B2>Peterborough,ConVal HS JV Field,Game,Boys U13 B2>Londonderry Boys U13 Ravens,5194115
4/19/15,9:15 AM,10:30 AM,Boys U11 B2>MYL Boys U11B Junior Tomahawks,Reeds 4,Game,Boys U11 B2>Plymouth Youth Lacrosse,5200962
4/19/15,9:15 AM,10:30 AM,Boys U15 B>Nashua,Stellos Stadium,Game,Boys U15 B>Hudson Hawks Maroon,5200247
4/19/15,9:15 AM,10:30 AM,Boys U9 A>Bedford,Bedford HS,Game,Boys U9 A>Derry U9A,5187843
4/19/15,9:15 AM,10:30 AM,Boys U11 B2>Laconia Sachems,Laconia HS,Game,Boys U11 B2>Bedford,5200958
4/19/15,9:15 AM,10:30 AM,Boys U15 C>Litchfield U15,LLA - Sawmill Brook,Game,Boys U15 C>Bedford,5200331
4/19/15,9:15 AM,10:30 AM,Boys U13 C>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U13 C>Pelham Outlaws,5211059
4/19/15,9:15 AM,10:30 AM,Girls U13 B>MYL Girls U13B Junior Tomahawks,Bishop,Game,Girls U13 B>Hopkinton U13 Girls,5182987
4/19/15,9:15 AM,10:30 AM,Boys U13 B2>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U13 B2>Litchfield U13,5194117
4/19/15,9:15 AM,10:30 AM,Boys U9 A>Amherst U9A - Black,Middle Bean,Game,Boys U9 A>Milford U9A - Blue,5187840
4/19/15,9:30 AM,10:45 AM,Boys U11 C>Exeter - Grey,Exeter High School,Game,Boys U11 C>Derry U11C,5200899
4/19/15,9:30 AM,10:45 AM,Boys U11 A>Cocheco,Bellamy 3,Game,Boys U11 A>Exeter - Blue,5182656
4/19/15,10:00 AM,11:15 AM,Girls U15 B>Cocheco,Dover Fisk Field,Game,Girls U15 B>Hanover,5182872
4/19/15,10:00 AM,11:15 AM,Boys U13 B1>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Boys U13 B1>Rattlers U13B1,5200166
4/19/15,10:00 AM,11:15 AM,Girls U15 B>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Girls U15 B>Hollis Brookline,5182874
4/19/15,10:00 AM,11:15 AM,Boys U9 B>Hooksett,Donati Field,Game,Boys U9 B>Salem Snipers,5200956
4/19/15,10:15 AM,11:30 AM,Boys U13 B1>Hampton Lacrosse - Rip Tide,North Hampton School,Game,Boys U13 B1>Cocheco,5200165
